Symbol,Accumulation_Score,Breakout_Score,Total_Score,Current_Price,Stop_Price,Risk_Reward,Price_Change_30d,Volume_Ratio,OBV_Trend,MFI,ATR,ATR_Ratio,RS_Score,Base_Quality,Distance_to_Resistance,Signals,Stage
CAMS.NS,20,8,28,3938.0,3743.0103767934283,2.6872900073946084,3.7125777456231877,1.120103870139903,31.06853623016538,59.55015198857219,97.49481160328585,1.1832676699853217,97.26287832417556,5,4.913042576337392,"['OBV rising (31.07%) in consolidation', 'A/D accumulation (42.05%)', 'MFI optimal range (59.55)', 'Healthy base (9.28% range)', 'Pocket pivot detected', 'Extremely tight base (VCP)', 'Resistance tested 3x', 'Institutional blocks detected (3)', 'Recent false breakout (penalty)', 'Volume climax + recovery (spring)', 'Near resistance (2.08% away)', 'Strong higher lows structure', 'Price > MA20 > MA50 (bullish)']",ACCUMULATION
CDSL.NS,17,9,26,1582.0,1515.4857177734375,5.431550987266046,1.1185682326621924,0.8519780198891935,7.658440596451306,52.194775057932894,33.25714111328125,0.7458895544058919,100.0,4,13.73763375561747,"['OBV rising (7.66%) in consolidation', 'MFI optimal range (52.19)', 'Healthy base (13.04% range)', 'Pocket pivot detected', 'Spring/shakeout recovered', 'Tight consolidation', 'Volume coiling (dry up)', 'Volume expanding (1.64x)', 'Near resistance (2.72% away)', 'Strong higher lows structure']",ACCUMULATION
TECHM.NS,14,11,25,1537.6995849609375,1486.634217545564,4.902467642930324,4.844805682085278,0.8603477305492992,16.831743990427555,56.32139409801718,25.532683707686765,0.8080872269393515,100.0,5,7.667197702614794,"['OBV rising (16.83%) in consolidation', 'A/D accumulation (22.66%)', 'MFI optimal range (56.32)', 'Healthy base (7.89% range)', 'Pocket pivot detected', 'Extremely tight base (VCP)', 'Volume coiling (dry up)', 'Recent false breakout (penalty)', 'Volume expanding (1.69x)', 'Near resistance (0.84% away)', 'Strong higher lows structure', 'Price > MA20 > MA50 (bullish)']",BREAKOUT_READY
TATAPOWER.NS,17,8,25,404.8999938964844,392.37855747767856,3.3071290480157973,3.0017775654425813,1.0418065388754154,33.5641248898122,63.74312514042219,6.260718209402902,0.9660272559608452,100.0,5,2.062239128027837,"['OBV rising (33.56%) in consolidation', 'A/D accumulation (6.13%)', 'MFI optimal range (63.74)', 'Healthy base (8.08% range)', 'Pocket pivot detected', 'Extremely tight base (VCP)', 'Resistance tested 3x', 'Near resistance (2.06% away)', 'Strong higher lows structure', 'Price > MA20 > MA50 (bullish)']",ACCUMULATION
MARICO.NS,14,11,25,738.7000122070312,717.4071480887277,3.805030048697075,3.903228008092234,0.8382817324473124,13.719764464190657,45.1598357841827,10.646432059151786,0.8290615359244752,100.0,7,2.748069237513345,"['OBV rising (13.72%) in consolidation', 'A/D accumulation (18.19%)', 'Healthy base (6.25% range)', 'Pocket pivot detected', 'Extremely tight base (VCP)', 'Volume coiling (dry up)', 'Resistance tested 4x', 'Recent false breakout (penalty)', 'Volume expanding (1.67x)', 'Near resistance (0.45% away)', 'Strong higher lows structure', 'Price > MA20 > MA50 (bullish)']",BREAKOUT_READY
UBL.NS,15,9,24,1797.4000244140625,1736.9571533203125,5.039536057905925,-0.11114815898989767,0.8756964785733157,7.338776037872523,43.77481788712968,30.221435546875,0.880113693960978,100.0,5,8.284189517723116,"['OBV rising (7.34%) in consolidation', 'A/D accumulation (23.13%)', 'Healthy base (5.87% range)', 'Pocket pivot detected', 'Extremely tight base (VCP)', 'Resistance tested 3x', 'Volume expanding (3.31x)', 'Near resistance (2.59% away)', 'Strong higher lows structure']",ACCUMULATION
AXISBANK.NS,13,11,24,1154.0,1116.8714076450892,3.2427838591105513,8.032208645394297,0.8540931118783298,30.347262213350128,56.990813641991835,18.564296177455358,1.0328455656949034,100.0,6,2.2530329289428077,"['MFI optimal range (56.99)', 'Healthy base (12.20% range)', 'Pocket pivot detected', 'Tight consolidation', 'Volume coiling (dry up)', 'Resistance tested 5x', 'Volume expanding (1.58x)', 'Near resistance (1.63% away)', 'Strong higher lows structure', 'Price > MA20 > MA50 (bullish)']",BREAKOUT_READY
BIOCON.NS,12,11,23,372.1000061035156,356.67857142857144,2.9597752527558443,1.004346435486344,1.1517910731160153,48.65190114621874,66.57833274156486,7.710717337472098,0.8617562094567003,100.0,5,3.950545941502536,"['OBV rising (48.65%) in consolidation', 'MFI optimal range (66.58)', 'Healthy base (11.75% range)', 'Extremely tight base (VCP)', 'Resistance tested 4x', 'Volume expanding (1.98x)', 'Near resistance (2.22% away)', 'Strong higher lows structure', 'Price > MA20 > MA50 (bullish)']",BREAKOUT_READY
RELIANCE.NS,15,8,23,1451.5999755859375,1407.0713936941963,3.3670969164427498,4.937462903704326,1.0284986898490507,177.9826234623755,55.584272172448955,22.264290945870535,1.0907744464445737,93.42870669438773,5,2.156244788822813,"['OBV rising (177.98%) in consolidation', 'MFI optimal range (55.58)', 'Healthy base (9.11% range)', 'Pocket pivot detected', 'Extremely tight base (VCP)', 'Resistance tested 4x', 'Near resistance (2.16% away)', 'Strong higher lows structure', 'Price > MA20 > MA50 (bullish)']",ACCUMULATION
ADANIPORTS.NS,11,11,22,1479.4000244140625,1427.7428501674108,2.5231727729355193,11.923132831297874,1.055491276534394,60.29267690700494,62.817770099436096,25.828587123325892,0.9429602742904583,100.0,4,0.7503025147193575,"['MFI optimal range (62.82)', 'Healthy base (13.44% range)', 'Pocket pivot detected', 'Tight consolidation', 'Resistance tested 3x', 'Recent false breakout (penalty)', 'Volume climax + recovery (spring)', 'Volume expanding (1.69x)', 'Near resistance (0.75% away)', 'Strong higher lows structure', 'Price > MA20 > MA50 (bullish)']",BREAKOUT_READY
BHARTIARTL.NS,13,9,22,1962.4000244140625,1906.8857247488838,4.120491885190355,2.0701159540998857,1.1555969798948689,-80.74111380987891,39.67387746500754,27.757149832589285,0.8793154594189877,74.98007165088046,5,3.3856039107716147,"['Healthy base (6.82% range)', 'Strong absorption on dips', 'Pocket pivot detected', 'Extremely tight base (VCP)', 'Volume coiling (dry up)', 'Volume expanding (1.70x)', 'Near resistance (0.73% away)', 'Strong higher lows structure']",ACCUMULATION
BAJAJ-AUTO.NS,13,8,21,9150.5,8831.0,3.4388106416275455,0.7265121910947218,0.9086933969337084,7.060204127825386,43.14593843727496,159.75,0.9193457223601953,89.40982570475293,6,3.71017977159718,"['OBV rising (7.06%) in consolidation', 'A/D accumulation (22.63%)', 'Healthy base (10.99% range)', 'Pocket pivot detected', 'Tight consolidation', 'Volume coiling (dry up)', 'Resistance tested 4x', 'Recent false breakout (penalty)', 'Near resistance (0.81% away)', 'Strong higher lows structure', 'Price > MA20 > MA50 (bullish)']",ACCUMULATION
HINDPETRO.NS,10,11,21,417.89556884765625,403.91269453710333,4.020896572945142,7.074931094020292,0.8268986575029812,-1.6275915397729566,53.49028050147419,6.99143715527647,0.7183613756155326,100.0,6,5.050004777567243,"['MFI optimal range (53.49)', 'Healthy base (14.19% range)', 'Tight consolidation', 'Volume coiling (dry up)', 'Resistance tested 5x', 'Volume expanding (2.03x)', 'Near resistance (2.07% away)', 'Strong higher lows structure', 'Price > MA20 > MA50 (bullish)']",BREAKOUT_READY
LICHSGFIN.NS,12,9,21,592.7999877929688,575.5499790736607,5.410835099891946,4.294492032760234,0.859703921415542,23.98024844607114,36.446989186292505,8.625004359654017,0.7384426363983527,100.0,4,7.171389165961224,"['OBV rising (23.98%) in consolidation', 'Healthy base (8.96% range)', 'Pocket pivot detected', 'Tight consolidation', 'Resistance tested 3x', 'Volume expanding (1.97x)', 'Near resistance (0.52% away)', 'Strong higher lows structure']",ACCUMULATION
TATATECH.NS,12,9,21,724.4000244140625,697.4357386997768,2.9903259002483513,8.410657165570145,0.8096928723575179,32.61656634814328,54.43795660445312,13.482142857142858,0.9692277656109767,84.50939692685029,6,2.8989507581789553,"['MFI optimal range (54.44)', 'Healthy base (11.04% range)', 'Pocket pivot detected', 'Tight consolidation', 'Volume coiling (dry up)', 'Resistance tested 3x', 'Institutional blocks detected (2)', 'Recent false breakout (penalty)', 'Volume expanding (1.83x)', 'Near resistance (0.19% away)', 'Strong higher lows structure']",ACCUMULATION
PATANJALI.NS,12,9,21,600.6080932617188,578.2319737398785,3.006067647288609,-0.5940498641855695,0.8706060068715048,17.062399629979616,62.061903230040535,11.188059760920087,0.9158401118164545,100.0,5,2.9623497759572777,"['OBV rising (17.06%) in consolidation', 'MFI optimal range (62.06)', 'Healthy base (7.77% range)', 'Pocket pivot detected', 'Extremely tight base (VCP)', 'Volume coiling (dry up)', 'Recent false breakout (penalty)', 'Volume expanding (1.74x)', 'Near resistance (1.93% away)', 'Strong higher lows structure']",ACCUMULATION
ABBOTINDIA.NS,13,8,21,28785.0,27759.285714285714,7.799247910863508,-4.669647292598112,0.9451249690670627,12.295744057057039,44.16908644202183,512.8571428571429,0.7550899564270057,100.0,5,18.325516762202536,"['OBV rising (12.30%) in consolidation', 'Healthy base (6.09% range)', 'Pocket pivot detected', 'Extremely tight base (VCP)', 'Resistance tested 5x', 'Volume expanding (3.82x)', 'Volatility contraction (VCP)', 'Strong higher lows structure']",ACCUMULATION
LODHA.NS,11,9,20,1197.9000244140625,1146.885707310268,4.532008311938468,-0.5644498243066959,1.1014580390363442,43.415927333264534,67.78519550531867,25.507158551897323,0.8126368410398831,100.0,4,10.46316427438562,"['OBV rising (43.42%) in consolidation', 'MFI optimal range (67.79)', 'Healthy base (10.81% range)', 'Spring/shakeout recovered', 'Tight consolidation', 'Resistance tested 3x', 'Recent false breakout (penalty)', 'Volume expanding (1.84x)', 'Near resistance (1.34% away)', 'Strong higher lows structure']",ACCUMULATION
